Товар,,,,,,,Статус,Готов к выдаче,Забрали,Истёк срок хранения,Информация,,,,,ПВЗ,
Бренд,Предмет,Баркод,Артикул WB,Штрихкод,Стикер,КИЗ,,,,,Тип,Дата заказа,Причина,Номер сборочного задания,Srid,Адрес,ID
VELO MONTI VERONA,Тюль,2039900617290,227577714,52101641635,52101641635,,Выдано,2026-04-14 16:51:09,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-11,,4847075289,mp.711962a31c054d91b3ad6006200949e1.r,"Тверь, Улица Вагжанова 21",211256
VELO MONTI VERONA,Тюль,2040334481616,236899030,52559119903,51180288927,,Выдано,2026-04-15 09:52:22,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-11,,4886733093,mp.8e107c75e3494030baff052a227e3fc8.r,"Тверь, Улица Вагжанова 21",211256
VELO MONTI MILANO,Тюль,2040519493175,240119984,52000546276,48896362694,,Выдано,2026-04-20 18:16:14,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-11,,4839272798,mp.9177855a712e49aca8aa33e6980acc00.r,"Тверь, Улица Вагжанова 21",211256
Adriana's Home,Наволочки декоративные,2049914349087,911149641,52250688405,25522614493,,Выдано,2026-04-16 09:17:31,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-11,,4859183865,mp.91b43586a0f549dfa55390cd4fcfbc5e.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2042477192626,117942444,52589569508,47162472622,,Выдано,2026-04-16 18:17:41,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-11,,4890021371,mp.a4b7a3525cda40fcaa4bf3beb5b0eff5.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA VIVO,Тюль,2039755197916,220985886,52532692563,50679800492,,Выдано,2026-04-14 16:56:46,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-11,,4883129989,mp.a612a7ed423948e8bbbb25bb53f8645c.r,"Тверь, Улица Вагжанова 21",211256
VELO MONTI VERONA,Тюль,2040768276314,246980314,52477181860,51369403528,,Отмена по задержке,,,,"Возврат товара, который приехал по МП, продавцу",2026-04-11,,4879945287,mp.ce6ad3c1787a4321b4bc503449de36db.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA LARGO,Тюль,2037265280692,139218582,51767121005,50663378722,,Отмена по задержке,,,,"Возврат товара, который приехал по МП, продавцу",2026-04-11,,4823294541,mp.df4ddcf185ed41019881e5402f93a971.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2042473700627,117936713,52606596624,50686961580,,Выдано,2026-04-14 09:48:48,2026-04-14 11:02:34,,"Возврат товара, который приехал по МП, продавцу",2026-04-11,,4892743583,mp.f65ea7a5af63408b85ba9549519aeab7.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA VIVO,Тюль,2039755196148,220985981,51741299271,50780424266,,Выдано,2026-04-14 17:01:33,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-11,,4820718085,mp.fb17baa7639c45e6ae23b0b427b39ec8.r,"Тверь, Улица Вагжанова 21",211256
VELO MONTI ROMA,Тюль,2040608919753,242396664,52477829722,50975215637,,Выдано,2026-04-18 09:57:00,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-12,,4880593791,mp.0295c98b87d34d22ad6c3263fcffd4fb.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA VIVO,Тюль,2036874133979,104729416,51783917294,48942378770,,Выдано,2026-04-19 09:04:20,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-12,,4825479986,mp.2e34ad6d1564411b8af265dc736f8af6.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2040673646226,244226841,52336798872,50640523119,,Выдано,2026-04-14 09:55:58,2026-04-14 11:02:34,,"Возврат товара, который приехал по МП, продавцу",2026-04-12,,4867468137,mp.5d7b601dbdc14e3d89a79a5e0968e8e6.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2040673646530,244226689,52489301164,49202657785,,Выдано,2026-04-16 09:33:10,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-12,,4882376002,mp.6281d67ad1b2425e80a7e15d6c6a8a96.r,"Тверь, Улица Вагжанова 21",211256
VELO MONTI MILANO,Тюль,2040737560802,246094489,52524718698,44637810222,,Выдано,2026-04-16 18:23:48,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-12,,4883007015,mp.aaadaf1712f6497cada88302f951c810.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2040673645649,244226817,52610245164,49231147518,,Выдано,2026-04-15 09:20:37,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-12,,4892949569,mp.c3bbcbdf2fb04c138ff2477e4212e572.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA CANTO,Шторы интерьерные,2040191803170,234407456,34121633688,34121633688,,Выдано,2026-04-17 09:54:35,2026-04-17 11:23:41,,Возврат брака,2026-04-13,,0,bef4d01bb86f4420906a103274e68a9a,"Тверь, Улица Вагжанова 21",211256
VELO MONTI ROMA,Тюль,2040637384300,242971108,52559121645,50691186919,,Выдано,2026-04-18 10:02:45,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4886734835,mp.30c4a27fbc3f47098048d1448dc09d5b.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA CASA,Шторы интерьерные,2038757481580,181095900,52009652234,50909971486,,Выдано,2026-04-20 12:42:47,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4842807801,mp.32ed2735162c477383a2570e47d09fea.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA CANTO,Шторы интерьерные,2040191803255,234407644,52694955198,50780323413,,Выдано,2026-04-17 19:33:20,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4897041755,mp.3f3289e1fda640e887bdf7dda1f02eb2.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2040673646226,244226841,33541889901,33541889901,,Выдано,2026-04-16 10:34:54,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4867468132,mp.459b0c66623c4d5ea8103fde3713c7e4.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA BELLA,Шторы интерьерные,2040797512155,248263697,52393204256,50423805108,,Выдано,2026-04-17 12:49:49,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4873848264,mp.4cc854dc2a934d9c8b4de9dba937f8c4.r,"Тверь, Улица Вагжанова 21",211256
VELO MONTI PARMA,Тюль,2040388383096,237500255,52008547707,50588221558,,Выдано,2026-04-24 09:40:03,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4841703086,mp.6186de8766374c7d98b06b83e38ce669.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA STELLA,Шторы интерьерные,2038087023702,166694067,52605807215,50333969255,,Выдано,2026-04-19 08:47:58,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4892195339,mp.786d33d8fa76414398243b993507a618.r,"Тверь, Улица Вагжанова 21",211256
VELO MONTI PARMA,Тюль,2040388383096,237500255,52008547709,51399717427,,Выдано,2026-04-24 09:40:13,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4841703088,mp.791f952b5edd4bc7a6bdcd3d3c80a9c4.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA FESTA,Шторы интерьерные,2048917564220,818378001,52524532262,51185430932,,Выдано,2026-04-16 09:28:10,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4882820500,mp.94afb1a4fbd0483ab40dcee8c1a8cde4.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA FESTA,Шторы интерьерные,2048838836840,810348906,52524532260,51185430936,,Выдано,2026-04-16 09:39:29,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4882820497,mp.9c7945291ba641f69e8aaa9cca67d9e2.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA CANTO,Шторы интерьерные,2040191803255,234407644,52694955203,50993005105,,Выдано,2026-04-17 09:58:05,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4897041756,mp.a90a7d543d5e4a18875e017460778a8f.r,"Тверь, Улица Вагжанова 21",211256
VELO MONTI ROMA,Тюль,2040586047318,241713127,52559120073,50691186923,,Выдано,2026-04-18 12:19:19,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4886733262,mp.b3ff108436de472da741f8ed2a1330f1.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA CASA,Шторы интерьерные,2038757480583,181095866,52653533944,52653533944,,Выдано,2026-04-17 12:54:06,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4895477599,mp.b472dc5d76534cde9a4ef65829c497ab.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA FESTA,Шторы интерьерные,2048838837748,810348999,52699185559,50669177081,,Выдано,2026-04-16 10:59:23,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4897949637,mp.cca35987e1ce42e798b9017eae5a2226.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA FESTA,Шторы интерьерные,2048838837182,810348943,52711441841,49493730605,,Выдано,2026-04-16 09:28:37,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4899246224,mp.d451a22bcb994b669b9690cf743f542e.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA CANTO,Шторы интерьерные,2040191803163,234407487,52694955199,50780323421,,Выдано,2026-04-17 09:58:44,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4897041754,mp.d731b97ed4914bc08d6b6a63a6eb41f4.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA CANTO,Шторы интерьерные,2040191803255,234407644,52694955204,50780323417,,Выдано,2026-04-17 09:54:26,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4897041758,mp.dbb22fd2d3b94097882078e291aa8e9e.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA LENTO,Тюль,2040681265532,244447250,52557636337,50992504153,,Выдано,2026-04-16 10:43:38,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4885822020,mp.dea52d2e42724c0094f45adb5fa18938.r,"Тверь, Улица Вагжанова 21",211256
VELO MONTI ROMA,Тюль,2040637383686,242971087,52545512741,49129400877,,Выдано,2026-04-19 08:44:34,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-13,,4884219656,mp.e550e1fa32fc4652b678a97c65bf82a2.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA ADAGIO,Тюль,2042475298627,117939291,52589624504,50761542756,,Выдано,2026-04-25 09:49:50,2026-04-28 13:57:10,,"Возврат товара, который приехал по МП, продавцу",2026-04-14,,4890076912,mp.19d31b3945d5465eb75aabcf7e0f4474.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA VIVO,Тюль,2036880152261,105128466,52610956710,51391593513,,Выдано,2026-04-17 09:52:45,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-14,,4893108738,mp.2d965f2f6b184b6c89af60835b0abbc5.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA LENTO,Тюль,2040681265532,244447250,52557636332,51085929567,,Выдано,2026-04-16 10:33:58,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-14,,4885822019,mp.31fe346c7ec144ecb32ed9c1134dfecf.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA LARGO,Тюль,2039755124271,220984108,52694785049,51105855581,,Выдано,2026-04-19 12:33:37,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-14,,4896848242,mp.3d0d21a145844ad3929b907bdc9f0fe6.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA CALMA,Шторы интерьерные,2043749262009,396849775,52235590131,51210388042,,Выдано,2026-04-17 12:13:33,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-14,,4857590307,mp.5247d16ac39a470c9b1e98ba1a80cba9.r,"Тверь, Улица Вагжанова 21",211256
ADRIANA CASA,Шторы интерьерные,2044039075231,420226087,52713401275,50648688630,,Выдано,2026-04-17 09:36:58,2026-04-17 11:23:41,,"Возврат товара, который приехал по МП, продавцу",2026-04-14,,4899773204,mp.75eb7210b779497698af0915e9299381.r,"Тверь, Улица Вагжанова 21",211256
VELO MONTI MILANO,Тюль,2040737560260,246094458,52305672382,49418301599,,Выдано,2026-04-18 09:51:57,2026-04-23 13:15:45,,"Возврат товара, который приехал по МП, продавцу",2026-04-14,,4863384810,mp.8683c96f873847fba14b73543f12f80b.r,"Тверь, Улица Вагжанова 21",211256
